品牌名称,买家昵称,付款日期,订单状态,实付金额,邮费,省份,城市,购买数量,下单次数
SW,zsallaan,2020/1/11 12:31,交易成功,155,0,上海,上海市,1,7
SW,4tb9403,2020/1/11 12:32,交易成功,181,0,江苏省,盐城市,1,1
SW,车开瑞z,2020/1/11 12:32,交易成功,155,0,江西省,上饶市,1,4
SW,5qzl1,2020/1/11 12:32,交易成功,63,0,福建省,厦门市,1,6
SW,9lelouc2,2020/1/11 12:33,交易成功,246,0,北京,北京市,1,3
SW,梦不许流光来,2020/1/11 12:34,交易成功,99,0,河北省,石家庄市,2,2
SW,2cereza06,2020/1/11 12:34,交易成功,79,0,上海,上海市,1,4
SW,9mihutao7,2020/1/11 12:35,交易成功,72,0,山东省,泰安市,1,3
SW,nliyingmeiyangyg,2020/1/11 12:36,交易成功,34,0,北京,北京市,1,4
SW,dyxjt,2020/1/11 12:38,交易成功,222,0,湖北省,武汉市,1,6
SW,1tb9990575_23,2020/1/11 12:38,交易成功,160,0,湖北省,武汉市,1,5
SW,oletradelar,2020/1/11 12:38,交易成功,80,0,四川省,成都市,1,4
SW,随西缘,2020/1/11 12:40,交易成功,74,0,四川省,成都市,1,1
SW,6130606d,2020/1/11 12:41,交易成功,72,0,广东省,深圳市,1,3
SW,echarmiecn,2020/1/11 12:41,交易成功,32,0,广东省,广州市,3,4
SW,小无萌,2020/1/11 12:41,交易成功,31,0,广东省,东莞市,1,1
SW,的马耳风,2020/1/11 12:41,交易成功,79,0,云南省,昆明市,1,5
SW,1fk2958201404,2020/1/11 12:41,交易成功,208,0,北京,北京市,1,4
SW,5tb66405,2020/1/11 12:42,交易成功,31,0,上海,上海市,1,5
SW,1andy_07,2020/1/11 12:42,交易成功,37,0,上海,上海市,3,2
SW,_deltc,2020/1/11 12:42,交易成功,84,0,上海,上海市,1,3
SW,pppgggp,2020/1/11 12:44,交易成功,31,0,广东省,深圳市,1,4
SW,a甜甜a,2020/1/11 12:44,交易成功,74,0,江苏省,南京市,1,4
SW,l懵懵懂懂lu,2020/1/11 12:44,交易成功,72,0,广东省,中山市,1,6
SW,8吉娃娃2008,2020/1/11 12:45,交易成功,46,0,江苏省,苏州市,2,6
SW,rmomocle,2020/1/11 12:45,交易成功,58,0,北京,北京市,2,5
SW,9无聊啊11,2020/1/11 12:47,交易成功,85,0,天津,天津市,2,4
SW,锻平工,2020/1/11 12:47,交易成功,130,0,甘肃省,白银市,1,7
SW,8dudulee12,2020/1/11 12:48,交易成功,89,0,上海,上海市,1,5
SW,6chanps8,2020/1/11 12:48,交易成功,34,0,广东省,广州市,1,2
SW,z糊的i,2020/1/11 12:50,交易成功,212,0,河北省,承德市,2,3
SW,1indaniteclub7113,2020/1/11 12:50,交易成功,266,0,上海,上海市,1,2
SW,1zhanguoqiang23,2020/1/11 12:50,交易成功,222,0,四川省,宜宾市,1,4
SW,6我爱你huanhua6,2020/1/11 12:51,交易成功,149,0,四川省,阿坝藏族羌族自治州,2,1
SW,k筱k,2020/1/11 12:52,交易成功,89,0,广东省,深圳市,1,3
SW,1tb1800750_22,2020/1/11 12:52,交易成功,176,0,江苏省,南京市,1,8
SW,彤辛3,2020/1/11 12:52,交易成功,238,0,江苏省,镇江市,1,6
SW,1ly665976,2020/1/11 12:53,交易成功,45,0,上海,上海市,3,5
SW,4zhanghanju9,2020/1/11 12:53,交易成功,225,0,上海,上海市,1,1
SW,家laola族,2020/1/11 12:54,交易成功,149,0,广东省,江门市,2,1
SW,欢小小白兔欢,2020/1/11 12:55,交易成功,33,0,浙江省,杭州市,3,3
SW,1lshuang9,2020/1/11 12:56,交易成功,67,0,广东省,广州市,1,5
SW,3sy3685085,2020/1/11 12:56,交易成功,168,0,湖南省,长沙市,1,5
SW,lsmiling_m,2020/1/11 12:57,交易成功,132,0,广东省,广州市,1,5
SW,1zdm_14,2020/1/11 12:57,交易成功,69,0,辽宁省,抚顺市,1,4
SW,ayefengn,2020/1/11 12:57,交易成功,139,0,江苏省,南京市,1,3
SW,0xlou_1,2020/1/11 12:58,交易成功,31,0,广东省,广州市,1,2
SW,m小绵ke,2020/1/11 12:58,交易成功,30,0,湖北省,武汉市,2,4
SW,tcrystalub,2020/1/11 12:59,交易成功,47,0,广东省,深圳市,3,6
SW,8amywy201,2020/1/11 12:59,交易成功,82,0,湖北省,武汉市,1,2
SW,3yuko9,2020/1/11 13:00,交易成功,82,0,广东省,深圳市,1,8
SW,7cherryqiu87,2020/1/11 13:01,交易成功,247,0,上海,上海市,1,2
SW,p384pr,2020/1/11 13:02,交易成功,99,0,湖南省,张家界市,2,2
SW,8kanasi_15,2020/1/11 13:02,交易成功,72,0,广西壮族自治区,崇左市,1,1
SW,1雪翼20,2020/1/11 13:03,交易成功,72,0,山东省,潍坊市,1,5
SW,gsunxilo0,2020/1/11 13:04,交易成功,30,0,山东省,青岛市,2,7
SW,2helen20162,2020/1/11 13:04,交易成功,125,0,上海,上海市,2,6
SW,eboorine,2020/1/11 13:04,交易成功,118,0,广东省,广州市,5,7
SW,好二小懒,2020/1/11 13:05,交易成功,179,0,广东省,清远市,2,2
SW,j厌世c,2020/1/11 13:05,交易成功,72,0,河南省,平顶山市,1,4
SW,dnizm,2020/1/11 13:05,交易成功,72,0,天津,天津市,1,4
SW,arachelsg,2020/1/11 13:06,交易成功,185,0,上海,上海市,2,5
SW,小小,2020/1/11 13:06,交易成功,163,0,福建省,厦门市,1,3
SW,2朱彩霞好19,2020/1/11 13:07,交易成功,128,0,浙江省,绍兴市,1,5
SW,右天神翼,2020/1/11 13:07,交易成功,34,0,北京,北京市,1,3
SW,泪超人不会的,2020/1/11 13:08,交易成功,127,0,山东省,青岛市,1,3
SW,c宁萌ci,2020/1/11 13:09,交易成功,171,0,福建省,福州市,1,3
SW,初秋,2020/1/11 13:09,交易成功,187,0,江苏省,南通市,1,2
SW,8chengying1210,2020/1/11 13:09,交易成功,176,0,湖北省,咸宁市,1,4
SW,ajessif,2020/1/11 13:11,交易成功,63,0,江苏省,无锡市,2,4
SW,专联想笔记卖,2020/1/11 13:11,交易成功,91,0,上海,上海市,7,4
SW,毛毛啊,2020/1/11 13:11,交易成功,164,0,甘肃省,兰州市,1,3
SW,sleahgoe,2020/1/11 13:11,交易成功,58,0,广东省,深圳市,5,3
SW,ejasky,2020/1/11 13:13,交易成功,63,0,广东省,广州市,1,10
SW,0jerome02,2020/1/11 13:14,交易成功,51,0,广东省,广州市,2,6
SW,0shadowboyfriend7,2020/1/11 13:14,交易成功,64,0,陕西省,西安市,1,1
SW,7高亦雯7,2020/1/11 13:14,交易成功,72,0,湖北省,武汉市,1,3
SW,0tb30733790,2020/1/11 13:15,交易成功,152,0,江苏省,扬州市,1,6
SW,smomoyufh,2020/1/11 13:16,交易成功,30,0,河南省,郑州市,2,3
SW,葱萌萌哒圈,2020/1/11 13:17,交易成功,30,0,广东省,广州市,2,2
SW,1杨晓丽15,2020/1/11 13:17,交易成功,208,0,天津,天津市,1,1
SW,1tb5237479_21,2020/1/11 13:18,交易成功,79,0,广东省,清远市,1,8
SW,3zhangheguan5,2020/1/11 13:18,交易成功,139,0,江苏省,徐州市,1,2
SW,0jessicalee3,2020/1/11 13:19,交易成功,34,0,江苏省,常州市,1,7
SW,1blackjasmine8,2020/1/11 13:19,交易成功,89,0,辽宁省,沈阳市,1,4
SW,6小雲雲29,2020/1/11 13:20,交易成功,30,0,北京,北京市,2,1
SW,n观m,2020/1/11 13:20,交易成功,83,0,浙江省,杭州市,1,2
SW,uliantiaoo,2020/1/11 13:20,交易成功,117,0,上海,上海市,1,2
SW,1李200200,2020/1/11 13:20,交易成功,156,0,内蒙古自治区,鄂尔多斯市,1,3
SW,nhamsunhg,2020/1/11 13:21,交易成功,64,0,福建省,厦门市,1,5
SW,2tb265809,2020/1/11 13:21,交易成功,79,0,福建省,福州市,1,3
SW,若明,2020/1/11 13:21,交易成功,111,0,福建省,福州市,1,5
SW,雯w儿,2020/1/11 13:23,交易成功,89,0,新疆维吾尔自治区,巴音郭楞蒙古自治州,1,4
SW,逅丹松,2020/1/11 13:23,交易成功,236,0,四川省,成都市,1,3
SW,1tb587285_21,2020/1/11 13:23,交易成功,169,0,上海,上海市,2,4
SW,0小米猪22,2020/1/11 13:25,交易成功,87,0,四川省,成都市,1,7
SW,周r_周周,2020/1/11 13:25,交易成功,150,0,安徽省,安庆市,1,4
SW,nfaye_thinkg,2020/1/11 13:25,交易成功,31,0,上海,上海市,1,4
SW,2kong9913,2020/1/11 13:27,交易成功,63,0,河南省,信阳市,1,4
SW,荟筱,2020/1/11 13:28,交易成功,251,0,广东省,广州市,1,5
SW,k双鱼绷,2020/1/11 13:28,交易成功,180,0,广西壮族自治区,南宁市,1,5
SW,可榴莲酥乐,2020/1/11 13:29,交易成功,150,0,上海,上海市,3,6
SW,ademonm,2020/1/11 13:30,交易成功,64,0,广东省,东莞市,1,2
SW,qgau,2020/1/11 13:30,交易成功,229,0,广东省,广州市,2,5
SW,2canine3,2020/1/11 13:30,交易成功,117,0,广东省,东莞市,1,4
SW,万ellen徐岁,2020/1/11 13:33,交易成功,63,0,安徽省,合肥市,1,3
SW,s_133345,2020/1/11 13:33,交易成功,114,0,浙江省,杭州市,8,2
SW,1fsmjh1,2020/1/11 13:34,交易成功,84,0,广东省,佛山市,1,3
SW,叮小钉,2020/1/11 13:34,交易成功,87,0,湖北省,武汉市,1,6
SW,1曾涵26,2020/1/11 13:35,交易成功,64,0,江西省,抚州市,1,2
SW,2innerquietness3,2020/1/11 13:36,交易成功,166,0,广东省,梅州市,1,6
SW,e赤炼e,2020/1/11 13:36,交易成功,214,0,广东省,潮州市,1,2
SW,lyankei,2020/1/11 13:36,交易成功,63,0,广东省,广州市,1,5
SW,uxilliaps,2020/1/11 13:37,交易成功,175,0,北京,北京市,2,3
SW,6chen136301122,2020/1/11 13:38,交易成功,107,0,广东省,佛山市,1,4
SW,szeo,2020/1/11 13:38,交易成功,87,0,江苏省,苏州市,1,6
SW,猪夜猪,2020/1/11 13:41,交易成功,141,0,重庆,重庆市,2,2
SW,amart9,2020/1/11 13:42,交易成功,151,0,湖南省,长沙市,1,4
SW,nkanyixg,2020/1/11 13:42,交易成功,30,0,江苏省,苏州市,2,1
SW,1戴甜甜14,2020/1/11 13:42,交易成功,61,0,广西壮族自治区,桂林市,3,5
SW,0cxb14,2020/1/11 13:43,交易成功,249,0,浙江省,杭州市,1,6
SW,2单爽ss_3,2020/1/11 13:43,交易成功,66,0,浙江省,宁波市,1,5
SW,杂几,2020/1/11 13:43,交易成功,179,0,浙江省,宁波市,2,6
SW,小bionc啮,2020/1/11 13:44,交易成功,167,0,福建省,厦门市,1,5
SW,0kuaileyiyi0,2020/1/11 13:45,交易成功,198,0,上海,上海市,1,4
SW,4醇醇的咖啡7,2020/1/11 13:45,交易成功,85,0,上海,上海市,1,2
SW,1guo曼18,2020/1/11 13:46,交易成功,165,0,河南省,郑州市,1,4
SW,0atm29,2020/1/11 13:47,交易成功,32,0,北京,北京市,2,5
SW,4hqq4204175,2020/1/11 13:47,交易成功,242,0,浙江省,宁波市,1,4
SW,naurorahug,2020/1/11 13:47,交易成功,50,0,浙江省,杭州市,4,4
SW,4zy2gyc34,2020/1/11 13:48,交易成功,243,0,上海,上海市,1,1
SW,6momo440078,2020/1/11 13:48,交易成功,211,0,安徽省,马鞍山市,1,7
SW,8繁花落尽43,2020/1/11 13:48,交易成功,65,0,广东省,深圳市,1,4
SW,2hushan4,2020/1/11 13:48,交易成功,213,0,安徽省,黄山市,1,4
SW,丶mv丶,2020/1/11 13:48,交易成功,174,0,江苏省,南京市,1,3
SW,1jellyjelly7,2020/1/11 13:48,交易成功,168,0,四川省,成都市,1,4
SW,4cynthia85,2020/1/11 13:48,交易成功,72,0,广东省,广州市,1,4
SW,npanclejg,2020/1/11 13:49,交易成功,31,0,上海,上海市,1,4
SW,七洋,2020/1/11 13:49,交易成功,211,0,宁夏回族自治区,银川市,2,1
SW,旎魅力子,2020/1/11 13:50,交易成功,186,0,上海,上海市,1,4
SW,峻华,2020/1/11 13:50,交易成功,79,0,广东省,深圳市,1,3
SW,efenghangxiaoi,2020/1/11 13:50,交易成功,126,0,江苏省,苏州市,1,3
SW,峻华,2020/1/11 13:50,交易成功,84,0,广东省,东莞市,1,5
SW,4tb152726,2020/1/11 13:51,交易成功,63,0,北京,北京市,1,3
SW,0shinyfan0,2020/1/11 13:52,交易成功,94,0,广东省,深圳市,2,2
SW,1lpj0108,2020/1/11 13:53,交易成功,196,0,福建省,三明市,2,4
SW,rsetasojo,2020/1/11 13:53,交易成功,134,0,北京,北京市,1,3
SW,eshaluoi,2020/1/11 13:55,交易成功,78,0,上海,上海市,6,4
SW,2小不懂8719,2020/1/11 13:55,交易成功,72,0,天津,天津市,1,2
SW,n微辣fg,2020/1/11 13:55,交易成功,175,0,北京,北京市,1,5
SW,妙jh琪想,2020/1/11 13:56,交易成功,234,0,浙江省,金华市,1,2
SW,3mimi77,2020/1/11 13:56,交易成功,64,0,广东省,广州市,1,4
SW,0baobao20089,2020/1/11 13:56,交易成功,87,0,山东省,济南市,1,4
SW,豆小豆,2020/1/11 13:57,交易成功,63,0,福建省,福州市,1,2
SW,比鲁,2020/1/11 13:57,交易成功,113,0,山东省,淄博市,2,8
SW,女面王,2020/1/11 13:57,交易成功,137,0,上海,上海市,1,2
SW,m深蓝色诱惑exthe,2020/1/11 14:00,交易成功,212,0,辽宁省,沈阳市,1,2
SW,5一座城池4,2020/1/11 14:00,交易成功,152,0,安徽省,合肥市,1,1
SW,草一个不会动的人,2020/1/11 14:00,交易成功,172,0,河南省,濮阳市,1,4
SW,1吴岩1,2020/1/11 14:00,交易成功,253,0,山东省,烟台市,1,5
SW,nzjjly金,2020/1/11 14:00,交易成功,256,0,江苏省,盐城市,2,5
SW,我s嫁吧,2020/1/11 14:00,交易成功,212,0,山东省,烟台市,1,5
SW,非猫,2020/1/11 14:01,交易成功,142,0,上海,上海市,1,4
SW,1胡慧0,2020/1/11 14:01,交易成功,263,0,上海,上海市,1,7
SW,妖月,2020/1/11 14:02,交易成功,143,0,广西壮族自治区,柳州市,1,3
SW,1zmcdn20,2020/1/11 14:03,交易成功,230,0,山东省,淄博市,1,7
SW,gmoneyfu4,2020/1/11 14:03,交易成功,154,0,广东省,东莞市,1,2
SW,1大脸猫50,2020/1/11 14:03,交易成功,190,0,广东省,深圳市,2,3
SW,crebby,2020/1/11 14:04,交易成功,72,0,上海,上海市,1,7
SW,8gupoo5,2020/1/11 14:05,交易成功,193,0,山东省,青岛市,1,3
SW,6晴空万里94,2020/1/11 14:06,交易成功,38,0,河北省,廊坊市,2,2
SW,2hehehaha28,2020/1/11 14:07,交易成功,111,0,广东省,广州市,3,2
SW,7小爽9168,2020/1/11 14:07,交易成功,182,0,天津,天津市,1,6
SW,mdx_8g,2020/1/11 14:08,交易成功,193,0,广东省,佛山市,1,4
SW,0cicim_7,2020/1/11 14:08,交易成功,74,0,广东省,广州市,1,8
SW,1大脸猫50,2020/1/11 14:09,交易成功,42,0,黑龙江省,哈尔滨市,4,1
SW,8xiexian18,2020/1/11 14:09,交易成功,63,0,广东省,阳江市,1,4
SW,3tb84402483,2020/1/11 14:09,交易成功,35,0,广东省,广州市,3,3
SW,xleeq,2020/1/11 14:10,交易成功,87,0,上海,上海市,1,3
SW,2guaiguailiang0,2020/1/11 14:10,交易成功,181,0,湖南省,益阳市,1,5
SW,b小茵茵2,2020/1/11 14:12,交易成功,82,0,广东省,东莞市,1,2
SW,糖爸爸糖,2020/1/11 14:13,交易成功,187,0,广东省,深圳市,1,4
SW,1笑男23,2020/1/11 14:14,交易成功,35,0,山东省,东营市,2,7
SW,先吉博生,2020/1/11 14:15,交易成功,71,0,江苏省,无锡市,5,5
SW,小枪王宇,2020/1/11 14:15,交易成功,255,0,广东省,东莞市,1,5
SW,小民屋,2020/1/11 14:15,交易成功,55,0,云南省,昆明市,5,6
SW,2tiffanyhong4,2020/1/11 14:15,交易成功,156,0,福建省,厦门市,2,3
SW,6cattywamp9,2020/1/11 14:16,交易成功,160,0,湖北省,武汉市,2,5
SW,弥黎,2020/1/11 14:16,交易成功,159,0,浙江省,嘉兴市,1,5
SW,封广东见喉,2020/1/11 14:16,交易成功,64,0,广东省,韶关市,1,6
SW,鹿vickie晗,2020/1/11 14:17,交易成功,63,0,四川省,成都市,1,5
SW,1eliza10,2020/1/11 14:19,交易成功,99,0,北京,北京市,2,3
SW,6名妆评价3,2020/1/11 14:20,交易成功,87,0,江苏省,徐州市,1,2
SW,爱zzcc你,2020/1/11 14:21,交易成功,99,0,甘肃省,兰州市,2,8
SW,p一个大头c,2020/1/11 14:21,交易成功,209,0,辽宁省,鞍山市,1,3
SW,cdanielc,2020/1/11 14:21,交易成功,154,0,上海,上海市,2,3
SW,呀然,2020/1/11 14:21,交易成功,243,0,河北省,石家庄市,1,5
SW,展红,2020/1/11 14:25,交易成功,203,0,广东省,东莞市,2,2
SW,a张张_xiaoxo,2020/1/11 14:25,交易成功,230,0,河南省,信阳市,1,5
SW,务交行员,2020/1/11 14:27,交易成功,117,0,河北省,石家庄市,1,4
SW,1良三3,2020/1/11 14:27,交易成功,87,0,广东省,深圳市,1,3
SW,丫三叶丫,2020/1/11 14:27,交易成功,80,0,北京,北京市,1,4
SW,8fanjianqing10,2020/1/11 14:28,交易成功,113,0,上海,上海市,2,4
SW,lmosquitou,2020/1/11 14:29,交易成功,219,0,广东省,广州市,1,7
SW,2amo51200,2020/1/11 14:30,交易成功,30,0,浙江省,杭州市,2,3
SW,泪泡痕,2020/1/11 14:30,交易成功,123,0,浙江省,杭州市,1,3
SW,1苗苗159426783,2020/1/11 14:31,交易成功,104,0,上海,上海市,1,5
SW,7weifu13,2020/1/11 14:32,交易成功,119,0,上海,上海市,2,2
SW,2szfo2,2020/1/11 14:33,交易成功,34,0,广东省,深圳市,1,2
SW,0漠漠03,2020/1/11 14:33,交易成功,209,0,吉林省,白城市,1,5
SW,天怪挖,2020/1/11 14:34,交易成功,87,0,江苏省,常州市,1,5
SW,沈红,2020/1/11 14:35,交易成功,30,0,上海,上海市,2,2
SW,好这名不重么,2020/1/11 14:37,交易成功,63,0,贵州省,贵阳市,1,3
SW,燕上山,2020/1/11 14:37,交易成功,72,0,广东省,广州市,1,4
SW,5hunxu80,2020/1/11 14:37,交易成功,209,0,重庆,重庆市,1,4
SW,6tb931438,2020/1/11 14:37,交易成功,63,0,浙江省,温州市,1,4
SW,2zhouying1,2020/1/11 14:37,交易成功,120,0,上海,上海市,1,5
SW,1lizzhao02,2020/1/11 14:38,交易成功,231,0,广东省,深圳市,1,5
SW,avinsym,2020/1/11 14:39,交易成功,34,0,广东省,广州市,1,3
SW,我淼的,2020/1/11 14:40,交易成功,34,0,上海,上海市,1,6
SW,1你好06,2020/1/11 14:41,交易成功,244,0,广东省,深圳市,1,7
SW,rlch_da,2020/1/11 14:41,交易成功,256,0,上海,上海市,1,5
SW,0漠漠03,2020/1/11 14:44,交易成功,235,0,吉林省,白城市,1,3
SW,7milkmik7,2020/1/11 14:44,交易成功,223,0,新疆维吾尔自治区,克拉玛依市,1,4
SW,0延宴18,2020/1/11 14:45,交易成功,79,0,上海,上海市,1,4
SW,lspringnu,2020/1/11 14:45,交易成功,87,0,北京,北京市,1,5
SW,予娃,2020/1/11 14:45,交易成功,144,0,河南省,洛阳市,2,7
SW,果麦乃,2020/1/11 14:45,交易成功,199,0,福建省,福州市,1,1
SW,2geminj,2020/1/11 14:46,交易成功,254,0,福建省,龙岩市,1,5
SW,2tb231015,2020/1/11 14:48,交易成功,259,0,甘肃省,兰州市,2,5
SW,镜啊,2020/1/11 14:48,交易成功,63,0,湖南省,邵阳市,1,5
SW,8max0218,2020/1/11 14:49,交易成功,162,0,浙江省,台州市,1,7
SW,3yaolan_53,2020/1/11 14:50,交易成功,227,0,广东省,清远市,1,3
SW,8lilizilu4,2020/1/11 14:50,交易成功,254,0,上海,上海市,1,2
SW,msiyua,2020/1/11 14:50,交易成功,33,0,江苏省,常州市,2,6
SW,魂酱,2020/1/11 14:50,交易成功,160,0,上海,上海市,1,6
SW,i沈硕is,2020/1/11 14:50,交易成功,171,0,北京,北京市,1,4
SW,8nicemichell8,2020/1/11 14:51,交易成功,82,0,广东省,深圳市,7,4
SW,0lim37,2020/1/11 14:54,交易成功,231,0,广东省,阳江市,1,4
SW,儿冰1,2020/1/11 14:55,交易成功,72,0,福建省,泉州市,1,6
SW,心一闪系间,2020/1/11 14:56,交易成功,149,0,重庆,重庆市,1,6
SW,kn泰,2020/1/11 14:56,交易成功,263,0,广东省,东莞市,1,2
SW,1陶萌198609,2020/1/11 14:56,交易成功,133,0,山东省,东营市,3,3
SW,小耽,2020/1/11 14:57,交易成功,269,0,广西壮族自治区,柳州市,2,5
SW,4mzm3,2020/1/11 14:58,交易成功,189,0,广东省,梅州市,1,7
SW,2xixiuqiangwei1233,2020/1/11 14:58,交易成功,98,0,广东省,广州市,2,4
SW,双许愿鱼,2020/1/11 14:58,交易成功,34,0,上海,上海市,1,2
SW,0alicelau03,2020/1/11 14:58,交易成功,83,0,广东省,广州市,1,4
SW,4t_1488963307674_08,2020/1/11 14:58,交易成功,224,0,湖南省,长沙市,1,5
SW,8薄荷叶6,2020/1/11 15:00,交易成功,133,0,广东省,广州市,1,5
SW,aanyuki_cn,2020/1/11 15:00,交易成功,65,0,广东省,东莞市,2,3
SW,絮小小小小絮,2020/1/11 15:00,交易成功,120,0,贵州省,贵阳市,1,5
SW,0煜博23,2020/1/11 15:01,交易成功,236,0,陕西省,西安市,1,3
SW,1shifang6,2020/1/11 15:01,交易成功,147,0,湖北省,武汉市,1,6
SW,9wayne89,2020/1/11 15:03,交易成功,87,0,浙江省,杭州市,1,3
SW,ybobow,2020/1/11 15:03,交易成功,72,0,北京,北京市,1,1
SW,2zjx600,2020/1/11 15:04,交易成功,177,0,江西省,上饶市,1,3
SW,1我是冰21,2020/1/11 15:04,交易成功,82,0,广东省,佛山市,1,4
SW,c就叫qqh,2020/1/11 15:04,交易成功,79,0,山西省,大同市,1,4
SW,b静儿2,2020/1/11 15:06,交易成功,79,0,广东省,广州市,1,4
SW,2zzzzz80,2020/1/11 15:07,交易成功,203,0,内蒙古自治区,呼伦贝尔市,3,2
SW,abestwilden,2020/1/11 15:07,交易成功,46,0,广东省,佛山市,3,2
SW,1eliza10,2020/1/11 15:08,交易成功,87,0,天津,天津市,1,4
SW,4ruru1236,2020/1/11 15:08,交易成功,46,0,上海,上海市,2,4
SW,hxsf,2020/1/11 15:10,交易成功,122,0,浙江省,宁波市,1,3
SW,1zxy875647,2020/1/11 15:12,交易成功,122,0,山东省,青岛市,2,5
SW,0茶亦醉人2006,2020/1/11 15:16,交易成功,178,0,江西省,宜春市,1,5
SW,eggugycn,2020/1/11 15:16,交易成功,87,0,湖北省,宜昌市,1,5
SW,0yunyi_03,2020/1/11 15:16,交易成功,31,0,上海,上海市,1,4
SW,0lhj7816,2020/1/11 15:17,交易成功,211,0,上海,上海市,1,4
SW,lzzpazjape,2020/1/11 15:18,交易成功,187,0,贵州省,贵阳市,1,6
SW,2林雪倩07,2020/1/11 15:18,交易成功,134,0,辽宁省,辽阳市,1,3
SW,汀七月飞汀,2020/1/11 15:19,交易成功,122,0,北京,北京市,2,4
SW,6啊静8,2020/1/11 15:19,交易成功,30,0,江苏省,南通市,2,5
SW,宝过的贝,2020/1/11 15:21,交易成功,99,0,江苏省,无锡市,2,2
SW,0汪琳琳_27,2020/1/11 15:22,交易成功,117,0,河北省,廊坊市,1,5
SW,cgarfieldbk,2020/1/11 15:23,交易成功,157,0,北京,北京市,1,4
SW,宝熊猫球,2020/1/11 15:24,交易成功,49,0,江苏省,扬州市,2,1
SW,佳西风独自佳,2020/1/11 15:24,交易成功,268,0,上海,上海市,2,4
SW,0hm06,2020/1/11 15:24,交易成功,117,0,广东省,广州市,1,4
SW,0devil_baby29,2020/1/11 15:25,交易成功,188,0,广东省,佛山市,1,6
SW,ymaggieyq,2020/1/11 15:25,交易成功,135,0,江苏省,苏州市,1,5
SW,6杜佳佳5,2020/1/11 15:25,交易成功,72,0,北京,北京市,1,4
SW,盒潘多拉子,2020/1/11 15:27,交易成功,128,0,四川省,成都市,1,3
SW,9tb91033069,2020/1/11 15:27,交易成功,172,0,山东省,威海市,1,5
SW,2fenglin41,2020/1/11 15:27,交易成功,221,0,上海,上海市,1,4
SW,uwoaishaxi8,2020/1/11 15:30,交易成功,128,0,山西省,忻州市,1,5
SW,cmerchantofvene,2020/1/11 15:30,交易成功,249,0,浙江省,杭州市,4,5
SW,宝熊猫球,2020/1/11 15:31,交易成功,267,0,江苏省,南通市,2,3
SW,k天天天蓝_yi,2020/1/11 15:31,交易成功,74,0,广东省,深圳市,1,2
SW,6a63399,2020/1/11 15:32,交易成功,131,0,北京,北京市,1,5
SW,1meixi01,2020/1/11 15:32,交易成功,243,0,辽宁省,沈阳市,1,5
SW,3妞妞695063,2020/1/11 15:33,交易成功,34,0,江苏省,无锡市,1,5
SW,igarythesnl,2020/1/11 15:33,交易成功,30,0,山西省,晋城市,2,5
SW,小娃卓,2020/1/11 15:33,交易成功,82,0,北京,北京市,1,5
SW,ojoeyaubonn,2020/1/11 15:34,交易成功,34,0,广东省,东莞市,1,3
SW,0tinali7,2020/1/11 15:36,交易成功,31,0,上海,上海市,1,2
SW,9hhl1,2020/1/11 15:36,交易成功,36,0,福建省,泉州市,2,3
SW,4youli10,2020/1/11 15:37,交易成功,186,0,福建省,南平市,1,6
SW,黄半毛金,2020/1/11 15:37,交易成功,204,0,河南省,郑州市,1,3
SW,imisa_awi,2020/1/11 15:38,交易成功,145,0,广东省,广州市,3,7
SW,asuperduandn,2020/1/11 15:38,交易成功,218,0,上海,上海市,1,3
SW,hgxwq,2020/1/11 15:38,交易成功,240,0,广西壮族自治区,梧州市,1,5
SW,asuoli1,2020/1/11 15:39,交易成功,177,0,上海,上海市,1,3
SW,claunay,2020/1/11 15:41,交易成功,162,0,广东省,广州市,1,2
SW,漠苏然,2020/1/11 15:42,交易成功,72,0,广东省,深圳市,1,2
SW,kkiddykoto,2020/1/11 15:43,交易成功,189,0,浙江省,杭州市,2,6
SW,am丶anhatn,2020/1/11 15:44,交易成功,187,0,广东省,佛山市,1,6
SW,0lovelll04,2020/1/11 15:44,交易成功,30,0,浙江省,绍兴市,2,1
SW,5temple77588,2020/1/11 15:44,交易成功,89,0,浙江省,杭州市,1,1
SW,幽绿香,2020/1/11 15:44,交易成功,42,0,北京,北京市,3,4
SW,8闲逛的2,2020/1/11 15:46,交易成功,234,0,上海,上海市,1,4
SW,妞石头爸妈,2020/1/11 15:46,交易成功,65,0,北京,北京市,2,3
SW,5jianglei09,2020/1/11 15:49,交易成功,43,0,北京,北京市,2,2
SW,雪玄儿,2020/1/11 15:49,交易成功,139,0,陕西省,汉中市,1,4
SW,3changyan1,2020/1/11 15:49,交易成功,34,0,上海,上海市,1,3
SW,1shirleycao6,2020/1/11 15:49,交易成功,82,0,上海,上海市,1,4
SW,2okla16882,2020/1/11 15:50,交易成功,63,0,广东省,广州市,1,2
SW,2金刚葫芦娃19982,2020/1/11 15:50,交易成功,175,0,河南省,郑州市,1,2
SW,hhanzhongxiaoi,2020/1/11 15:52,交易成功,105,0,陕西省,汉中市,1,6
SW,小妞林,2020/1/11 15:53,交易成功,127,0,浙江省,丽水市,2,3
SW,罐凤尾头,2020/1/11 15:54,交易成功,99,0,上海,上海市,2,3
SW,iccccccyn,2020/1/11 15:55,交易成功,87,0,上海,上海市,1,4
SW,0m4028640,2020/1/11 15:56,交易成功,89,0,海南省,三亚市,1,4
