order_id,user_id,price,platform,payment_provider,create_time,pay_time
21795,25062393,248,android,wxpay,2019/10/12 10:09,2019/10/12 10:10
21797,93062546,248,ios,applepay,2019/10/12 10:18,2020/4/1 12:04
21798,32009282,68,ios,applepay,2019/11/20 19:24,2019/11/21 13:14
21799,32009282,68,ios,applepay,2020/5/21 17:41,2020/5/21 17:42
21800,91368176,25,ios,applepay,2019/10/12 10:26,2020/4/1 12:04
21801,78812895,68,ios,applepay,2019/10/11 10:09,2019/10/12 10:28
21802,115812022,25,ios,applepay,2019/10/11 22:57,2019/10/12 10:28
21805,16618703,248,ios,applepay,2019/10/12 10:37,2020/4/1 12:04
21810,12348001,68,ios,applepay,2019/10/11 11:56,2019/10/12 10:50
21811,12348001,25,ios,applepay,2020/5/20 18:37,2020/5/20 18:38
21812,20569443,248,ios,applepay,2019/10/12 10:59,2020/4/1 12:04
21813,86360499,248,ios,applepay,2019/10/11 23:29,2019/10/12 11:05
21815,86411342,25,android,wxpay,2019/10/12 11:07,2019/10/12 11:08
21817,113005639,248,ios,applepay,2019/10/12 11:09,2020/4/1 12:04
21820,116694585,248,ios,applepay,2019/10/12 11:12,2020/4/1 12:04
21823,116162826,248,android,wxpay,2019/10/12 11:18,2019/10/12 11:19
21824,86591672,248,android,wxpay,2019/10/12 11:20,2019/10/12 11:21
21825,38111354,248,ios,applepay,2019/10/12 11:30,2020/4/1 12:04
21826,84748784,248,ios,applepay,2019/10/12 11:33,2020/4/1 12:04
21827,115947226,248,android,alipay,2019/10/12 11:33,2019/10/12 11:34
21828,116564457,25,ios,applepay,2019/10/12 11:34,2020/4/1 12:04
21829,116228101,248,ios,applepay,2019/10/12 11:34,2020/4/1 12:04
21830,111635203,248,ios,applepay,2019/10/12 11:37,2020/4/1 12:04
21832,100053242,68,ios,applepay,2019/10/12 12:06,2020/4/1 12:04
21833,52339441,248,android,wxpay,2019/10/12 12:10,2019/10/12 12:11
21834,116700124,68,ios,applepay,2019/10/12 12:13,2020/4/1 12:04
21835,50023342,25,ios,applepay,2019/10/12 12:20,2020/4/1 12:04
21837,112384659,25,android,wxpay,2019/10/12 12:22,2019/10/12 12:23
21838,10415025,25,ios,applepay,2019/10/12 12:23,2020/4/1 12:04
21840,107955819,248,ios,applepay,2019/10/12 12:26,2020/4/1 12:04
21841,60604553,68,android,wxpay,2019/10/12 12:36,2019/10/12 12:37
21842,45305594,25,android,alipay,2019/10/12 12:39,2019/10/12 12:40
21845,79921223,248,android,wxpay,2019/10/12 12:54,2019/10/12 12:55
21846,116556713,25,ios,applepay,2019/10/12 12:58,2020/4/1 12:04
21847,17306405,25,ios,applepay,2019/10/12 13:02,2020/4/1 12:04
21849,109634573,248,android,wxpay,2020/7/21 15:39,2020/7/21 15:40
21854,5625931,25,ios,applepay,2019/10/12 13:41,2020/4/1 12:04
21856,33288660,248,ios,applepay,2019/10/12 1:36,2019/10/12 13:44
21860,116684489,25,ios,applepay,2019/10/12 13:51,2020/4/1 12:04
21862,114461193,25,ios,applepay,2019/10/12 14:09,2020/4/1 12:04
21863,50847715,248,ios,applepay,2019/10/12 14:38,2020/4/1 12:04
21864,81141279,248,android,wxpay,2019/11/11 13:45,2019/11/11 13:46
21865,116700215,248,android,wxpay,2019/10/12 14:47,2019/10/12 14:48
21866,75463140,248,android,wxpay,2019/10/12 14:49,2019/10/12 14:50
21867,81660065,25,ios,applepay,2020/2/27 15:05,2020/4/1 12:05
21868,63749399,248,ios,applepay,2019/10/12 14:53,2020/4/1 12:04
21870,46436364,248,ios,applepay,2019/10/11 21:47,2019/10/12 15:06
21871,106351854,248,android,alipay,2019/10/12 15:14,2019/10/12 15:15
21872,59859776,25,android,wxpay,2019/10/12 15:15,2019/10/12 15:16
21876,112790451,68,ios,applepay,2019/10/12 15:45,2020/4/1 12:04
21879,67524610,248,ios,applepay,2019/10/12 15:56,2020/4/1 12:04
21882,116685768,248,ios,applepay,2019/10/12 5:41,2019/10/12 16:16
21883,40225797,68,ios,applepay,2020/3/5 8:26,2020/4/1 12:06
21884,105995734,25,ios,applepay,2019/10/12 16:23,2020/4/1 12:04
21889,108238544,25,android,wxpay,2019/10/12 16:51,2019/10/12 16:52
21893,14718806,248,ios,wxpay,2019/10/12 17:11,2019/10/12 17:12
21896,102989796,248,android,wxpay,2019/10/12 17:35,2019/10/12 17:36
21898,27271171,25,ios,applepay,2019/10/12 10:46,2019/10/12 17:45
21899,46731280,68,ios,applepay,2019/10/12 17:55,2020/4/1 12:04
21900,54773640,248,ios,applepay,2019/10/12 18:09,2020/4/1 12:04
21903,116334302,25,ios,applepay,2019/10/12 18:25,2020/4/1 12:04
21904,35348482,248,ios,applepay,2019/10/12 18:28,2020/4/1 12:04
21908,27379088,25,ios,applepay,2019/10/11 23:02,2019/10/12 19:01
21910,116723444,25,ios,applepay,2019/10/12 19:13,2020/4/1 12:04
21916,108358669,248,android,wxpay,2019/12/15 7:48,2019/12/15 7:49
21924,95232974,248,ios,applepay,2019/10/12 20:12,2020/4/1 12:04
21925,95232974,248,ios,applepay,2019/10/12 20:37,2019/10/13 12:38
21926,114849485,68,ios,applepay,2019/10/12 20:15,2020/4/1 12:04
21927,90818296,248,ios,applepay,2019/10/12 20:21,2020/4/1 12:04
21932,15598770,68,ios,applepay,2019/10/12 20:32,2020/4/1 12:04
21934,67295594,248,ios,applepay,2019/10/12 20:35,2020/4/1 12:04
21936,89357824,25,android,alipay,2020/4/26 10:59,2020/4/26 11:00
21938,61747095,25,android,alipay,2019/10/12 20:39,2019/10/12 20:40
21944,113786194,68,android,wxpay,2019/10/12 21:01,2019/10/12 21:02
21949,87309874,248,android,wxpay,2019/10/12 21:21,2019/10/12 21:22
21950,68713369,248,android,wxpay,2019/10/12 21:24,2019/10/12 21:25
21952,116733614,25,ios,applepay,2019/10/12 21:29,2020/4/1 12:04
21955,84958577,248,ios,applepay,2019/10/12 12:24,2019/10/12 21:30
21959,73768863,248,android,wxpay,2019/10/12 21:34,2019/10/12 21:35
21960,116728568,248,ios,applepay,2019/11/6 20:48,2020/4/1 12:04
21965,58771367,248,ios,applepay,2019/10/11 22:49,2019/10/12 21:53
21966,93615990,25,ios,applepay,2019/10/12 21:55,2020/4/1 12:04
21970,116734391,248,ios,applepay,2019/10/12 21:47,2019/10/12 22:07
21973,12802936,25,ios,applepay,2019/12/8 10:16,2020/4/1 12:05
21976,97533990,248,android,alipay,2019/10/12 22:35,2019/10/12 22:36
21978,63268703,25,ios,applepay,2019/10/12 22:42,2020/4/1 12:04
21980,64901348,25,ios,applepay,2019/10/12 22:45,2020/4/1 12:04
21981,64901348,25,ios,applepay,2020/5/28 21:57,2020/5/28 21:58
21986,10636308,68,ios,applepay,2019/10/12 22:57,2020/4/1 12:04
21987,11481616,68,android,wxpay,2019/10/12 22:57,2019/10/12 22:58
21988,70251159,25,android,wxpay,2019/11/10 18:53,2019/11/10 18:54
21994,83817008,248,ios,applepay,2019/10/12 23:28,2020/4/1 12:04
22005,116534531,248,ios,applepay,2019/10/13 0:41,2020/4/1 12:04
22008,72375200,25,android,wxpay,2020/6/19 18:29,2020/6/19 18:30
22011,57323658,248,ios,applepay,2019/10/13 3:47,2020/4/1 12:04
22012,78234412,248,ios,applepay,2019/10/13 5:23,2020/4/1 12:04
22013,79197504,25,ios,wxpay,2020/1/13 19:51,2020/1/13 19:52
22014,116747534,25,android,wxpay,2019/10/13 5:59,2019/10/13 6:00
22015,92695336,248,ios,applepay,2019/10/13 6:03,2020/4/1 12:04
22017,116673251,25,ios,applepay,2019/10/13 7:26,2020/4/1 12:04
22019,101623688,25,android,wxpay,2020/7/30 6:16,2020/7/30 6:17
22021,21127527,68,ios,applepay,2019/10/13 7:34,2020/4/1 12:04
22022,66085936,25,android,wxpay,2019/10/13 7:35,2019/10/13 7:36
22023,116545987,248,ios,applepay,2019/10/13 7:40,2020/4/1 12:04
22028,110520513,248,ios,applepay,2019/10/13 8:23,2020/4/1 12:04
22032,19661631,248,android,wxpay,2019/10/13 8:34,2019/10/13 8:37
22039,29982991,248,ios,applepay,2019/10/13 9:02,2020/4/1 12:04
22041,112797688,248,ios,applepay,2019/10/13 9:02,2020/4/1 12:04
22043,115352922,248,ios,applepay,2019/9/20 23:09,2019/10/13 9:13
22044,116340460,248,ios,applepay,2019/10/9 21:37,2019/10/13 9:13
22045,50597191,248,ios,applepay,2019/10/13 9:13,2020/4/1 12:04
22047,18692881,248,ios,applepay,2019/10/13 9:17,2020/4/1 12:04
22050,116753138,248,ios,applepay,2019/10/13 9:21,2020/4/1 12:04
22055,70677320,25,ios,applepay,2019/10/13 9:40,2020/4/1 12:04
22056,40864595,68,ios,applepay,2019/10/13 9:39,2020/4/1 12:04
22058,89679623,248,android,alipay,2019/10/13 9:51,2019/10/13 9:52
22061,110510123,25,ios,applepay,2019/10/13 10:03,2020/4/1 12:04
22065,83452620,248,android,alipay,2019/10/13 10:16,2019/10/13 10:17
22066,44920408,68,ios,applepay,2019/11/12 10:06,2020/4/1 12:04
22067,116568537,248,android,alipay,2019/10/13 10:21,2019/10/13 10:22
22068,53373822,25,android,alipay,2020/6/18 17:33,2020/6/18 17:34
22073,84020418,25,android,wxpay,2019/10/13 10:48,2019/10/13 10:49
22074,49081858,25,ios,applepay,2019/10/13 10:50,2020/4/1 12:04
22075,49081858,68,ios,applepay,2020/6/29 8:33,2020/6/29 8:34
22078,116506645,25,ios,applepay,2019/10/13 11:11,2020/4/1 12:04
22079,111742532,248,android,wxpay,2019/10/13 11:11,2019/10/13 11:12
22080,108056069,68,ios,applepay,2019/10/13 11:14,2020/4/1 12:04
22081,66540464,248,ios,applepay,2019/10/13 10:46,2019/10/13 11:14
22086,92156780,248,android,wxpay,2019/10/13 11:52,2019/10/13 11:53
22091,18726687,248,ios,applepay,2020/5/1 18:17,2020/5/1 18:18
22092,104390555,25,ios,applepay,2019/10/13 12:37,2020/4/1 12:04
22093,104390555,248,ios,applepay,2020/1/16 18:27,2020/4/1 12:05
22097,81079205,25,android,wxpay,2019/10/13 12:56,2019/10/13 12:57
22099,116298366,68,android,alipay,2019/11/11 21:47,2019/11/11 21:48
22103,73103506,248,ios,applepay,2019/10/13 9:31,2019/10/13 13:26
22108,116753956,25,android,wxpay,2019/10/13 13:42,2019/10/13 13:43
22109,90483954,68,ios,applepay,2019/10/13 13:47,2020/4/1 12:04
22110,116523811,248,ios,applepay,2019/10/13 13:51,2020/4/1 12:04
22111,103150432,248,android,wxpay,2019/10/13 13:55,2019/10/13 13:56
22120,116773164,248,ios,applepay,2019/10/13 14:14,2020/4/1 12:04
22124,105775500,248,ios,applepay,2019/10/13 14:32,2020/4/1 12:04
22126,61973400,25,android,wxpay,2020/1/11 9:09,2020/1/11 9:10
22128,116775142,248,android,wxpay,2019/10/13 14:55,2019/10/13 14:56
22130,71439300,25,android,wxpay,2019/10/13 14:58,2019/10/13 15:03
22132,116487758,25,ios,applepay,2019/10/13 15:13,2020/4/1 12:04
22133,67245821,248,ios,applepay,2019/11/23 9:01,2020/4/1 12:04
22134,60829218,68,android,wxpay,2019/12/20 21:24,2019/12/20 21:25
22136,28477766,248,ios,applepay,2019/10/13 15:34,2020/4/1 12:04
22138,29860722,25,ios,applepay,2019/10/13 15:41,2020/4/1 12:04
22140,48912963,248,ios,applepay,2019/10/13 15:49,2020/4/1 12:04
22141,105001915,25,android,wxpay,2019/10/13 15:53,2019/10/13 15:54
22144,81282162,248,android,alipay,2019/10/13 16:17,2019/10/13 16:18
22147,115934554,248,android,wxpay,2019/10/13 16:40,2019/10/13 16:41
22151,54122056,248,ios,applepay,2019/10/13 16:51,2020/4/1 12:04
22152,107170446,68,ios,applepay,2019/10/4 22:40,2019/10/13 16:57
22153,116782743,248,ios,applepay,2019/11/15 20:27,2020/4/1 12:04
22155,38675583,25,android,wxpay,2019/10/13 17:09,2019/10/13 17:10
22158,100508296,248,ios,applepay,2019/10/13 17:14,2020/4/1 12:04
22162,69603343,68,android,alipay,2019/10/13 17:25,2019/10/13 17:26
22165,55715263,68,android,wxpay,2019/10/13 17:45,2019/10/13 17:46
22173,106362160,248,ios,applepay,2019/10/13 18:01,2020/4/1 12:04
22174,107390221,25,ios,applepay,2019/10/13 18:06,2020/4/1 12:04
22175,80642682,248,ios,applepay,2019/10/13 18:07,2020/4/1 12:04
22181,100612466,68,android,wxpay,2020/2/4 20:46,2020/2/4 20:47
22182,106147843,68,android,wxpay,2019/10/13 18:35,2019/10/13 18:36
22183,70716532,25,ios,applepay,2019/10/13 18:40,2020/4/1 12:04
22186,85155643,25,android,wxpay,2019/10/13 18:58,2019/10/13 18:59
22187,112099582,68,android,wxpay,2019/10/13 19:10,2019/10/13 19:11
22188,85425138,25,android,wxpay,2019/10/13 19:12,2019/10/13 19:13
22189,29356136,248,android,wxpay,2019/10/13 19:12,2019/10/13 19:13
22190,116113622,248,ios,applepay,2019/10/13 19:20,2020/4/1 12:04
22191,53241510,248,ios,applepay,2019/10/13 19:28,2020/4/1 12:04
22192,75362595,248,ios,applepay,2019/10/13 19:29,2020/4/1 12:04
22193,70407043,248,android,wxpay,2019/10/13 19:40,2019/10/13 19:41
22195,74728878,248,android,wxpay,2019/10/13 19:47,2019/10/13 19:48
22196,15820390,248,ios,applepay,2019/10/13 19:53,2020/4/1 12:04
22197,113820202,248,ios,applepay,2019/10/13 20:01,2020/4/1 12:04
22202,101385798,248,android,wxpay,2019/10/13 20:25,2019/10/13 20:26
22203,76313196,25,android,wxpay,2020/7/1 20:00,2020/7/1 20:01
22206,116795519,248,ios,applepay,2019/10/13 20:36,2020/4/1 12:04
22208,116597575,248,android,wxpay,2019/10/13 20:40,2019/10/13 20:41
22209,72082087,25,ios,applepay,2019/10/13 20:40,2020/4/1 12:04
22210,102191568,248,ios,applepay,2019/10/13 20:46,2020/4/1 12:04
22214,108461849,68,android,wxpay,2019/10/13 20:52,2019/10/13 20:53
22218,61847768,248,android,wxpay,2019/10/13 21:00,2019/10/13 21:01
22220,62935831,248,android,wxpay,2019/10/13 21:05,2019/10/13 21:06
22224,105964298,25,ios,applepay,2019/11/13 12:52,2020/4/1 12:04
22227,82596169,25,android,wxpay,2019/10/13 21:47,2019/10/13 21:48
22230,95364588,248,ios,applepay,2019/10/13 21:49,2020/4/1 12:04
22231,99814653,25,android,wxpay,2019/10/13 21:51,2019/10/13 21:52
22234,38876225,25,android,wxpay,2019/10/13 21:54,2019/10/13 21:55
22235,52164311,248,ios,applepay,2019/10/13 21:55,2020/4/1 12:04
22236,88533921,25,ios,applepay,2019/11/9 10:19,2020/4/1 12:04
22240,116574917,25,ios,applepay,2019/10/13 22:01,2020/4/1 12:04
22242,108080694,68,android,wxpay,2019/10/13 22:05,2019/10/13 22:06
22244,11057324,25,ios,applepay,2019/10/13 22:16,2020/4/1 12:04
22246,73202706,68,android,wxpay,2019/10/13 22:20,2019/10/13 22:21
22250,116807101,25,ios,applepay,2019/10/13 22:26,2020/4/1 12:04
22252,82335997,248,ios,applepay,2019/10/13 22:28,2020/4/1 12:04
22255,59563764,248,android,wxpay,2019/12/7 14:28,2019/12/7 14:29
22256,49725000,25,android,alipay,2019/10/13 22:37,2019/10/13 22:38
22257,71400316,25,ios,applepay,2019/10/13 22:37,2020/4/1 12:04
22259,112904532,248,android,alipay,2020/4/6 16:17,2020/4/6 16:18
22262,102279910,68,android,wxpay,2020/2/14 19:08,2020/2/14 19:09
22265,87108827,248,ios,applepay,2019/10/13 22:49,2020/4/1 12:04
22266,111259559,25,android,alipay,2019/10/13 22:52,2019/10/13 22:53
22267,42018199,25,ios,applepay,2019/10/13 22:53,2020/4/1 12:04
22268,34166328,25,ios,applepay,2019/10/13 22:58,2020/4/1 12:04
22269,77835135,248,ios,applepay,2019/10/13 22:58,2020/4/1 12:04
22270,111998371,25,android,wxpay,2019/10/13 23:01,2019/10/13 23:02
22271,109545979,25,ios,applepay,2019/10/13 23:03,2020/4/1 12:04
22272,27341950,25,ios,applepay,2019/10/13 23:05,2020/4/1 12:04
22273,79231698,25,ios,applepay,2019/10/13 23:05,2020/4/1 12:04
22278,115994816,68,android,wxpay,2019/11/10 10:25,2019/11/10 10:26
22282,110653104,25,ios,applepay,2019/10/13 23:25,2020/4/1 12:04
22283,56041691,248,ios,applepay,2019/10/13 23:30,2020/4/1 12:04
22287,114450217,25,android,wxpay,2019/10/13 23:34,2019/10/13 23:35
22288,65798408,248,ios,applepay,2019/10/13 23:35,2020/4/1 12:04
22291,116813645,25,ios,applepay,2019/10/13 23:49,2020/4/1 12:04
22292,70187208,248,ios,applepay,2020/1/28 9:35,2020/4/1 12:05
22295,116485611,25,ios,applepay,2019/10/14 0:03,2020/4/1 12:04
22296,115541369,25,android,alipay,2019/10/14 0:12,2019/10/14 0:13
22299,116816046,25,ios,applepay,2019/10/14 0:20,2020/4/1 12:04
22300,14957087,248,ios,applepay,2019/10/14 0:23,2020/4/1 12:04
22301,116815657,25,android,alipay,2019/10/14 0:26,2019/10/14 0:27
22304,115584964,248,android,alipay,2019/10/14 0:35,2019/10/14 0:36
22308,113684675,248,ios,applepay,2019/10/14 0:54,2020/4/1 12:04
22311,106670445,248,ios,applepay,2019/10/14 1:34,2020/4/1 12:04
22313,99288421,25,ios,applepay,2019/10/14 1:48,2020/4/1 12:04
22314,94538405,248,ios,applepay,2019/10/14 2:00,2020/4/1 12:04
22315,26726778,248,android,wxpay,2019/10/14 2:00,2019/10/14 2:01
22318,116818350,248,android,alipay,2019/10/14 5:04,2019/10/14 5:05
22319,46512536,248,android,alipay,2019/10/14 5:04,2019/10/14 5:05
22320,116149597,25,ios,applepay,2019/10/14 5:37,2020/4/1 12:04
22323,65935898,68,android,wxpay,2019/10/14 6:29,2019/10/14 6:30
22328,103568037,248,android,wxpay,2019/10/14 7:06,2019/10/14 7:07
22331,94859374,248,android,wxpay,2020/4/27 7:50,2020/4/27 7:51
22339,46064106,248,ios,applepay,2019/10/14 7:36,2020/4/1 12:04
22340,97085672,25,android,alipay,2019/10/14 7:36,2019/10/14 7:37
22341,29699884,248,ios,applepay,2019/10/14 7:37,2020/4/1 12:04
22344,55978673,68,android,wxpay,2019/10/14 7:44,2019/10/14 7:45
22345,63829034,248,ios,applepay,2019/10/14 7:52,2020/4/1 12:04
22350,113069377,68,android,alipay,2019/10/14 8:08,2019/10/14 8:09
22354,79111600,248,ios,applepay,2019/10/14 8:17,2020/4/1 12:04
22358,96294795,68,android,wxpay,2019/10/14 8:27,2019/10/14 8:28
22359,48641358,248,ios,applepay,2019/10/14 8:29,2020/4/1 12:04
22360,93025422,68,android,alipay,2019/10/14 8:30,2019/10/14 8:31
22363,116825710,248,ios,applepay,2019/10/14 8:36,2020/4/1 12:04
22371,98074748,248,android,alipay,2019/10/14 8:48,2019/10/14 8:49
22373,114181124,68,ios,applepay,2019/10/14 8:59,2020/4/1 12:04
22376,26741787,68,android,wxpay,2019/10/14 9:09,2019/10/14 9:10
22377,46892227,68,ios,applepay,2020/3/12 8:28,2020/4/1 12:06
22378,33146990,248,android,wxpay,2019/10/14 9:14,2019/10/14 9:15
22379,55433612,25,ios,applepay,2019/10/14 9:15,2020/4/1 12:04
22381,111267584,248,ios,applepay,2019/10/14 9:22,2020/4/1 12:04
22385,57075339,248,ios,applepay,2019/10/14 9:28,2020/4/1 12:04
22386,75074800,25,android,wxpay,2019/11/13 10:32,2019/11/13 10:33
22387,75074800,248,android,wxpay,2020/2/11 10:03,2020/2/11 10:04
22391,71162995,248,android,alipay,2019/10/14 9:44,2019/10/14 9:45
22394,81785705,248,android,wxpay,2019/10/14 9:58,2019/10/14 9:59
22395,110458020,25,android,wxpay,2019/10/14 9:59,2019/10/14 10:00
22396,113290926,248,ios,applepay,2019/11/13 10:04,2020/4/1 12:04
22399,18279399,25,ios,applepay,2019/10/14 10:07,2020/4/1 12:04
22401,45794944,248,ios,applepay,2020/1/9 12:22,2020/4/1 12:05
22402,116442579,25,android,wxpay,2019/10/14 10:20,2019/10/14 10:21
22403,116442579,248,android,wxpay,2020/1/21 13:46,2020/1/21 13:47
22406,115947746,25,ios,applepay,2019/11/9 18:16,2020/4/1 12:04
22407,116633346,25,android,wxpay,2019/11/17 8:53,2019/11/17 8:54
22410,116403337,68,ios,applepay,2019/10/14 10:41,2020/4/1 12:04
22411,90358356,248,ios,applepay,2019/11/25 12:11,2020/4/1 12:04
22414,85772158,25,android,wxpay,2019/10/14 10:50,2019/10/14 10:51
22416,49450177,248,ios,applepay,2019/10/14 11:04,2020/4/1 12:04
22419,116834002,248,ios,applepay,2019/11/13 1:40,2020/4/1 12:04
22420,71677603,248,ios,applepay,2019/10/14 11:26,2020/4/1 12:04
22424,96788215,248,ios,applepay,2019/10/14 11:49,2020/4/1 12:04
22427,109392947,25,android,wxpay,2019/10/14 12:01,2019/10/14 12:02
22428,112897326,68,android,wxpay,2019/10/14 12:09,2019/10/14 12:10
22432,103816716,25,ios,applepay,2019/10/14 12:31,2020/4/1 12:04
22433,108947121,25,android,wxpay,2019/11/17 12:40,2019/11/17 12:41
22434,116836658,248,ios,applepay,2019/10/14 12:38,2020/4/1 12:04
22435,112261087,68,ios,applepay,2019/11/14 5:13,2020/4/1 12:04
22436,29785458,248,android,alipay,2019/10/14 12:41,2019/10/14 12:42
22437,52245564,248,ios,applepay,2019/10/14 12:47,2020/4/1 12:04
22438,87530832,25,ios,applepay,2019/10/14 12:48,2020/4/1 12:04
22441,57684235,25,ios,applepay,2019/11/16 17:58,2020/4/1 12:04
22446,91053301,25,android,wxpay,2019/10/14 13:17,2019/10/14 13:18
22448,104954571,248,ios,applepay,2019/10/14 13:24,2020/4/1 12:04
22449,37474889,68,ios,applepay,2019/11/21 11:52,2020/4/1 12:04
22453,26188270,248,ios,applepay,2019/10/14 9:48,2019/10/14 13:49
22456,115181961,248,android,alipay,2019/10/14 14:00,2019/10/14 14:01
22459,45357060,25,ios,applepay,2019/11/13 9:48,2020/4/1 12:04
22462,61751545,68,ios,applepay,2019/10/14 14:23,2020/4/1 12:04
22465,116719484,248,android,wxpay,2019/10/14 14:32,2019/10/14 14:33
22466,87208462,248,ios,wxpay,2019/10/14 14:35,2019/10/14 14:36
22467,45582327,248,ios,applepay,2019/10/14 14:35,2020/4/1 12:04
22468,39373672,68,ios,applepay,2019/11/19 21:49,2020/4/1 12:04
22469,92223613,248,android,wxpay,2019/10/14 14:40,2019/10/14 14:41
22470,110704253,25,android,wxpay,2019/11/11 10:07,2019/11/11 10:08
22474,57571295,25,android,wxpay,2020/2/17 18:54,2020/2/17 18:55
22480,79837567,248,ios,applepay,2019/10/14 15:08,2020/4/1 12:04
22481,58227751,248,android,wxpay,2019/10/14 15:09,2019/10/14 15:10
22483,18785397,248,ios,applepay,2019/10/14 15:13,2020/4/1 12:04
22484,60822007,248,android,wxpay,2019/10/14 15:13,2019/10/14 15:14
22489,111236853,25,android,wxpay,2019/10/14 15:26,2019/10/14 15:27
22493,79294210,25,ios,applepay,2019/11/13 19:18,2020/4/1 12:04
22495,97595787,25,ios,applepay,2019/11/29 10:06,2020/4/1 12:04
22497,99855598,25,ios,applepay,2019/10/14 16:09,2020/4/1 12:04
22499,105430891,25,ios,applepay,2019/10/14 16:13,2020/4/1 12:04
22500,114003414,248,ios,applepay,2019/10/14 16:22,2020/4/1 12:04
22501,29132783,68,ios,applepay,2019/10/14 16:26,2020/4/1 12:04
22503,87752948,248,ios,applepay,2019/10/14 16:40,2020/4/1 12:04
22504,35052379,25,ios,applepay,2019/10/14 16:41,2020/4/1 12:04
22505,57219157,25,ios,applepay,2019/10/14 16:44,2020/4/1 12:04
22509,82561455,248,android,wxpay,2019/10/14 16:55,2019/10/14 16:56
22512,71417192,248,ios,applepay,2019/10/14 17:05,2020/4/1 12:04
22515,70918102,25,ios,applepay,2020/1/15 7:09,2020/4/1 12:05
22516,70918102,248,ios,applepay,2020/4/18 11:36,2020/4/18 11:37
22518,78657034,248,android,wxpay,2019/10/14 17:26,2019/10/14 17:27
22519,106920505,25,ios,applepay,2019/10/14 17:35,2020/4/1 12:04
22521,12088199,248,ios,applepay,2019/10/14 17:45,2020/4/1 12:04
22522,21126648,68,android,wxpay,2019/10/14 17:46,2019/10/14 17:47
22523,101121156,68,ios,applepay,2019/10/14 17:48,2020/4/1 12:04
22524,95363089,25,android,wxpay,2019/10/14 17:49,2019/10/14 17:50
22525,116850060,68,android,wxpay,2019/10/14 17:51,2019/10/14 17:52
22526,116852497,248,ios,applepay,2019/10/14 17:55,2020/4/1 12:04
22527,104971579,248,android,alipay,2019/10/14 17:58,2019/10/14 18:00
22534,82705794,248,ios,applepay,2019/11/15 10:01,2020/4/1 12:04
22535,88518844,248,android,wxpay,2019/10/14 19:00,2019/10/14 19:01
22541,50535009,25,ios,applepay,2019/10/14 19:31,2020/4/1 12:04
22542,115537958,25,android,alipay,2019/10/14 19:33,2019/10/14 19:34
22545,72765027,248,android,wxpay,2019/10/14 19:37,2019/10/14 19:38
22547,78367440,68,ios,applepay,2019/10/13 22:18,2019/10/14 19:45
22548,116856102,25,ios,applepay,2019/10/14 19:45,2020/4/1 12:04
22549,64042611,248,ios,applepay,2019/10/14 19:49,2020/4/1 12:04
22550,116803599,248,android,wxpay,2019/10/14 19:54,2019/10/14 19:55
22558,95315314,25,android,alipay,2019/11/11 15:11,2019/11/11 15:12
22561,97931095,68,ios,applepay,2019/10/14 20:25,2020/4/1 12:04
22562,70499752,68,ios,applepay,2019/10/14 20:20,2019/10/14 20:27
22564,79303048,248,ios,applepay,2019/10/14 20:28,2020/4/1 12:04
22565,40067263,25,android,wxpay,2019/10/14 20:31,2019/10/14 20:32
22566,102541951,25,ios,applepay,2019/10/14 20:33,2020/4/1 12:04
22568,115258816,25,ios,applepay,2019/11/20 21:48,2020/4/1 12:04
22569,90340201,25,ios,applepay,2019/11/12 9:20,2020/4/1 12:04
22575,116853701,248,ios,applepay,2019/10/14 20:57,2020/4/1 12:04
22578,60131725,25,ios,applepay,2019/11/15 14:20,2020/4/1 12:04
22581,77592275,25,ios,applepay,2019/10/14 21:08,2020/4/1 12:04
22582,116079521,25,ios,applepay,2019/10/14 21:09,2020/4/1 12:04
22585,115561829,68,ios,applepay,2020/1/12 22:27,2020/4/1 12:05
22586,115561829,248,ios,applepay,2020/7/12 22:28,2020/7/12 22:29
22593,56559870,248,ios,applepay,2019/11/7 20:59,2020/4/1 12:04
22594,116864003,248,ios,applepay,2019/10/14 21:27,2020/4/1 12:04
22595,113315140,248,ios,applepay,2019/10/14 21:33,2020/4/1 12:04
22604,26750795,25,ios,applepay,2019/10/14 22:06,2020/4/1 12:04
22606,116870518,25,ios,applepay,2019/10/14 22:09,2020/4/1 12:04
22607,80827054,248,android,alipay,2019/10/14 22:11,2019/10/14 22:12
22608,74064016,68,android,wxpay,2019/10/14 22:11,2019/10/14 22:12
22610,59712327,248,android,wxpay,2019/10/14 22:12,2019/10/14 22:13
22616,61057231,68,ios,applepay,2019/10/14 22:25,2020/4/1 12:04
22617,63099596,68,ios,applepay,2019/10/14 22:26,2020/4/1 12:04
22623,116872035,25,ios,applepay,2019/11/8 9:39,2020/4/1 12:04
22624,38354909,25,ios,applepay,2020/6/2 21:34,2020/6/2 21:35
22626,113497529,248,android,wxpay,2019/10/14 22:39,2019/10/14 22:40
22630,96166097,25,android,wxpay,2019/10/14 22:41,2019/10/14 22:42
22632,113180175,25,ios,applepay,2019/10/14 22:42,2020/4/1 12:04
22633,116712146,248,ios,applepay,2019/10/14 22:43,2020/4/1 12:04
22635,77624947,25,ios,applepay,2019/10/14 22:50,2020/4/1 12:04
22638,116497863,25,android,wxpay,2019/10/14 22:58,2019/10/14 22:59
22642,66971228,248,ios,applepay,2019/10/14 23:14,2020/4/1 12:04
